"s_songid","s_albumid","s_songname","s_genre","duration","s_times_played"
2913,7154,"songName2913","Jazz","07:00:00",0
2914,6843,"songName2914","Reggae","06:00:00",0
2915,6830,"songName2915","Reggae","05:00:00",0
2916,8120,"songName2916","Jazz","06:00:00",0
2917,2010,"songName2917","Rock","05:00:00",0
2918,4834,"songName2918","Classical","07:00:00",0
2919,1115,"songName2919","Reggae","06:00:00",0
2920,1649,"songName2920","Blues","06:00:00",0
2921,2665,"songName2921","Hip Hop","06:00:00",0
2922,7927,"songName2922","Classical","07:00:00",0
2923,1802,"songName2923","Rock","05:00:00",0
2924,8343,"songName2924","Jazz","07:00:00",0
2925,2690,"songName2925","Country","06:00:00",0
2926,6745,"songName2926","Jazz","05:00:00",0
2927,7659,"songName2927","Blues","07:00:00",0
2928,647,"songName2928","Country","05:00:00",0
2929,9009,"songName2929","Jazz","07:00:00",0
2930,9048,"songName2930","Pop","05:00:00",0
2931,5829,"songName2931","Classical","05:00:00",0
2932,1873,"songName2932","Blues","07:00:00",0
2933,9023,"songName2933","Metal","07:00:00",0
2934,2298,"songName2934","Electronic","05:00:00",0
2935,5346,"songName2935","Metal","05:00:00",0
2936,6199,"songName2936","Blues","07:00:00",0
2937,244,"songName2937","Reggae","05:00:00",0
2938,1966,"songName2938","Pop","07:00:00",0
2939,8783,"songName2939","Electronic","07:00:00",0
2940,7909,"songName2940","Country","07:00:00",0
2941,8640,"songName2941","Hip Hop","06:00:00",0
2942,5127,"songName2942","Classical","07:00:00",0
2943,3229,"songName2943","Electronic","05:00:00",0
2944,3634,"songName2944","Metal","05:00:00",0
2945,735,"songName2945","Metal","06:00:00",0
2946,4458,"songName2946","Blues","07:00:00",0
2947,2705,"songName2947","Pop","06:00:00",0
2948,9000,"songName2948","Jazz","06:00:00",0
2949,1344,"songName2949","Electronic","06:00:00",0
2950,2581,"songName2950","Classical","07:00:00",0
2951,2781,"songName2951","Country","05:00:00",0
2952,5410,"songName2952","Metal","07:00:00",0
2953,9193,"songName2953","Metal","05:00:00",0
2954,198,"songName2954","Classical","07:00:00",0
2955,8084,"songName2955","Jazz","06:00:00",0
2956,5352,"songName2956","Classical","07:00:00",0
2957,9192,"songName2957","Hip Hop","05:00:00",0
2958,9147,"songName2958","Hip Hop","07:00:00",0
2959,5103,"songName2959","Pop","07:00:00",0
2960,4340,"songName2960","Rock","07:00:00",0
2961,250,"songName2961","Pop","06:00:00",0
2962,6033,"songName2962","Metal","05:00:00",0
2963,6135,"songName2963","Blues","06:00:00",0
2964,8977,"songName2964","Rock","06:00:00",0
2965,8002,"songName2965","Rock","07:00:00",0
2966,4727,"songName2966","Electronic","07:00:00",0
2967,7508,"songName2967","Electronic","07:00:00",0
2968,4444,"songName2968","Rock","05:00:00",0
2969,9160,"songName2969","Hip Hop","05:00:00",0
2970,4251,"songName2970","Pop","07:00:00",0
2971,5970,"songName2971","Jazz","06:00:00",0
2972,887,"songName2972","Metal","05:00:00",0
2973,1661,"songName2973","Metal","06:00:00",0
2974,2504,"songName2974","Classical","06:00:00",0
2975,3874,"songName2975","Jazz","05:00:00",0
2976,9188,"songName2976","Country","07:00:00",0
2977,9632,"songName2977","Reggae","06:00:00",0
2978,2751,"songName2978","Jazz","06:00:00",0
2979,8918,"songName2979","Rock","05:00:00",0
2980,4800,"songName2980","Pop","05:00:00",0
2981,1429,"songName2981","Electronic","05:00:00",0
2982,6365,"songName2982","Jazz","05:00:00",0
2983,8740,"songName2983","Electronic","05:00:00",0
2984,6213,"songName2984","Country","05:00:00",0
2985,1537,"songName2985","Country","05:00:00",0
2986,9993,"songName2986","Electronic","07:00:00",0
2987,1281,"songName2987","Reggae","06:00:00",0
2988,5999,"songName2988","Reggae","07:00:00",0
2989,1557,"songName2989","Electronic","06:00:00",0
2990,3649,"songName2990","Pop","05:00:00",0
2991,8754,"songName2991","Rock","06:00:00",0
2992,828,"songName2992","Pop","07:00:00",0
2993,3724,"songName2993","Blues","06:00:00",0
2994,3852,"songName2994","Electronic","06:00:00",0
2995,6071,"songName2995","Reggae","06:00:00",0
2996,1641,"songName2996","Classical","06:00:00",0
2997,7545,"songName2997","Reggae","06:00:00",0
2998,6931,"songName2998","Blues","05:00:00",0
2999,443,"songName2999","Reggae","06:00:00",0
3000,742,"songName3000","Electronic","05:00:00",0
3001,4706,"songName3001","Pop","06:00:00",0
3002,9298,"songName3002","Hip Hop","07:00:00",0
3003,1880,"songName3003","Reggae","05:00:00",0
3004,4669,"songName3004","Pop","07:00:00",0
3005,2360,"songName3005","Reggae","05:00:00",0
3006,7178,"songName3006","Metal","07:00:00",0
3007,1721,"songName3007","Jazz","05:00:00",0
3008,8855,"songName3008","Electronic","05:00:00",0
3009,9782,"songName3009","Rock","07:00:00",0
3010,9743,"songName3010","Reggae","07:00:00",0
3011,7333,"songName3011","Blues","06:00:00",0
3012,4195,"songName3012","Metal","06:00:00",0
3013,7107,"songName3013","Metal","05:00:00",0
3014,430,"songName3014","Hip Hop","07:00:00",0
3015,3735,"songName3015","Metal","05:00:00",0
3016,7092,"songName3016","Pop","05:00:00",0
3017,3890,"songName3017","Jazz","06:00:00",0
3018,8732,"songName3018","Rock","06:00:00",0
3019,8381,"songName3019","Electronic","06:00:00",0
3020,9690,"songName3020","Reggae","05:00:00",0
3021,2993,"songName3021","Hip Hop","05:00:00",0
3022,8516,"songName3022","Electronic","07:00:00",0
3023,100,"songName3023","Metal","06:00:00",0
3024,8280,"songName3024","Hip Hop","07:00:00",0
3025,4825,"songName3025","Hip Hop","05:00:00",0
3026,4632,"songName3026","Rock","05:00:00",0
3027,345,"songName3027","Country","07:00:00",0
3028,1978,"songName3028","Electronic","06:00:00",0
3029,2590,"songName3029","Classical","06:00:00",0
3030,7087,"songName3030","Hip Hop","06:00:00",0
3031,1698,"songName3031","Pop","07:00:00",0
3032,9001,"songName3032","Hip Hop","05:00:00",0
3033,1665,"songName3033","Blues","05:00:00",0
3034,3882,"songName3034","Rock","06:00:00",0
3035,3478,"songName3035","Pop","06:00:00",0
3036,7252,"songName3036","Pop","07:00:00",0
3037,6180,"songName3037","Jazz","07:00:00",0
3038,2040,"songName3038","Hip Hop","06:00:00",0
3039,9728,"songName3039","Hip Hop","07:00:00",0
3040,7548,"songName3040","Hip Hop","06:00:00",0
3041,8833,"songName3041","Reggae","07:00:00",0
3042,9850,"songName3042","Rock","05:00:00",0
3043,3878,"songName3043","Reggae","07:00:00",0
3044,9734,"songName3044","Pop","07:00:00",0
3045,3832,"songName3045","Country","05:00:00",0
3046,136,"songName3046","Jazz","06:00:00",0
3047,4216,"songName3047","Pop","05:00:00",0
3048,8737,"songName3048","Electronic","06:00:00",0
3049,1830,"songName3049","Pop","07:00:00",0
3050,2774,"songName3050","Jazz","07:00:00",0
3051,9184,"songName3051","Country","06:00:00",0
3052,5505,"songName3052","Pop","07:00:00",0
3053,6321,"songName3053","Pop","06:00:00",0
3054,7111,"songName3054","Classical","06:00:00",0
3055,9956,"songName3055","Jazz","07:00:00",0
3056,9241,"songName3056","Electronic","07:00:00",0
3057,7703,"songName3057","Pop","06:00:00",0
3058,5168,"songName3058","Rock","07:00:00",0
3059,5059,"songName3059","Rock","06:00:00",0
3060,134,"songName3060","Jazz","05:00:00",0
3061,4733,"songName3061","Electronic","07:00:00",0
3062,2537,"songName3062","Classical","06:00:00",0
3063,3691,"songName3063","Metal","06:00:00",0
3064,3282,"songName3064","Hip Hop","07:00:00",0
3065,3351,"songName3065","Classical","05:00:00",0
3066,7766,"songName3066","Hip Hop","07:00:00",0
3067,517,"songName3067","Metal","07:00:00",0
3068,5565,"songName3068","Electronic","05:00:00",0
3069,6499,"songName3069","Metal","06:00:00",0
3070,9352,"songName3070","Country","06:00:00",0
3071,4314,"songName3071","Rock","06:00:00",0
3072,5139,"songName3072","Reggae","07:00:00",0
3073,5758,"songName3073","Hip Hop","07:00:00",0
3074,2241,"songName3074","Hip Hop","06:00:00",0
3075,9797,"songName3075","Hip Hop","05:00:00",0
3076,8102,"songName3076","Reggae","05:00:00",0
3077,6667,"songName3077","Jazz","06:00:00",0
3078,9756,"songName3078","Rock","06:00:00",0
3079,5421,"songName3079","Hip Hop","05:00:00",0
3080,7771,"songName3080","Classical","06:00:00",0
3081,2997,"songName3081","Rock","06:00:00",0
3082,3352,"songName3082","Rock","06:00:00",0
3083,9660,"songName3083","Jazz","06:00:00",0
3084,4136,"songName3084","Rock","06:00:00",0
3085,9622,"songName3085","Electronic","07:00:00",0
3086,5301,"songName3086","Hip Hop","07:00:00",0
3087,2066,"songName3087","Jazz","07:00:00",0
3088,5256,"songName3088","Country","05:00:00",0
3089,6574,"songName3089","Reggae","05:00:00",0
3090,1726,"songName3090","Reggae","07:00:00",0
3091,7076,"songName3091","Hip Hop","07:00:00",0
3092,7766,"songName3092","Classical","06:00:00",0
3093,6920,"songName3093","Jazz","05:00:00",0
3094,4900,"songName3094","Electronic","06:00:00",0
3095,2134,"songName3095","Jazz","06:00:00",0
3096,4075,"songName3096","Reggae","06:00:00",0
3097,7662,"songName3097","Rock","07:00:00",0
3098,6796,"songName3098","Blues","05:00:00",0
3099,6712,"songName3099","Rock","06:00:00",0
3100,6515,"songName3100","Reggae","06:00:00",0
3101,1259,"songName3101","Jazz","07:00:00",0
3102,947,"songName3102","Blues","05:00:00",0
3103,333,"songName3103","Pop","07:00:00",0
3104,448,"songName3104","Electronic","06:00:00",0
3105,4086,"songName3105","Rock","06:00:00",0
3106,8024,"songName3106","Classical","06:00:00",0
3107,1331,"songName3107","Classical","07:00:00",0
3108,15,"songName3108","Blues","07:00:00",0
3109,2488,"songName3109","Hip Hop","06:00:00",0
3110,9207,"songName3110","Country","05:00:00",0
3111,7139,"songName3111","Country","07:00:00",0
3112,1511,"songName3112","Classical","06:00:00",0
3113,3748,"songName3113","Country","05:00:00",0
3114,4562,"songName3114","Jazz","06:00:00",0
3115,2978,"songName3115","Hip Hop","06:00:00",0
3116,4480,"songName3116","Rock","07:00:00",0
3117,7968,"songName3117","Jazz","06:00:00",0
3118,2858,"songName3118","Country","07:00:00",0
3119,4108,"songName3119","Hip Hop","05:00:00",0
3120,3635,"songName3120","Electronic","06:00:00",0
3121,5590,"songName3121","Jazz","05:00:00",0
3122,6690,"songName3122","Classical","06:00:00",0
3123,5952,"songName3123","Blues","06:00:00",0
3124,9167,"songName3124","Metal","06:00:00",0
3125,8635,"songName3125","Hip Hop","06:00:00",0
3126,5095,"songName3126","Reggae","07:00:00",0
3127,2295,"songName3127","Jazz","06:00:00",0
3128,4610,"songName3128","Blues","06:00:00",0
3129,9420,"songName3129","Electronic","05:00:00",0
3130,8677,"songName3130","Country","07:00:00",0
3131,4228,"songName3131","Blues","06:00:00",0
3132,8499,"songName3132","Classical","06:00:00",0
3133,3964,"songName3133","Classical","07:00:00",0
3134,9981,"songName3134","Rock","07:00:00",0
3135,834,"songName3135","Classical","07:00:00",0
3136,8087,"songName3136","Jazz","06:00:00",0
3137,2022,"songName3137","Metal","06:00:00",0
3138,7540,"songName3138","Hip Hop","05:00:00",0
3139,8785,"songName3139","Pop","06:00:00",0
3140,5590,"songName3140","Metal","07:00:00",0
3141,5845,"songName3141","Jazz","07:00:00",0
3142,4733,"songName3142","Jazz","05:00:00",0
3143,5859,"songName3143","Blues","06:00:00",0
3144,2695,"songName3144","Electronic","06:00:00",0
3145,1444,"songName3145","Metal","06:00:00",0
3146,2306,"songName3146","Classical","05:00:00",0
3147,5225,"songName3147","Reggae","07:00:00",0
3148,9855,"songName3148","Electronic","07:00:00",0
3149,2203,"songName3149","Metal","05:00:00",0
3150,1172,"songName3150","Metal","06:00:00",0
3151,2774,"songName3151","Hip Hop","05:00:00",0
3152,7537,"songName3152","Reggae","07:00:00",0
3153,1108,"songName3153","Country","05:00:00",0
3154,1452,"songName3154","Pop","05:00:00",0
3155,8902,"songName3155","Jazz","05:00:00",0
3156,5601,"songName3156","Hip Hop","07:00:00",0
3157,2138,"songName3157","Hip Hop","06:00:00",0
3158,6961,"songName3158","Country","05:00:00",0
3159,563,"songName3159","Reggae","06:00:00",0
3160,9798,"songName3160","Blues","06:00:00",0
3161,3288,"songName3161","Electronic","06:00:00",0
3162,8530,"songName3162","Classical","05:00:00",0
3163,5490,"songName3163","Rock","07:00:00",0
3164,3273,"songName3164","Classical","05:00:00",0
3165,9377,"songName3165","Country","05:00:00",0
3166,8354,"songName3166","Pop","07:00:00",0
3167,6574,"songName3167","Classical","05:00:00",0
3168,8217,"songName3168","Rock","05:00:00",0
3169,5188,"songName3169","Jazz","07:00:00",0
3170,8336,"songName3170","Jazz","07:00:00",0
3171,1284,"songName3171","Rock","06:00:00",0
3172,9891,"songName3172","Blues","07:00:00",0
3173,9777,"songName3173","Rock","07:00:00",0
3174,2763,"songName3174","Classical","07:00:00",0
3175,4165,"songName3175","Blues","06:00:00",0
3176,6993,"songName3176","Hip Hop","05:00:00",0
3177,7797,"songName3177","Metal","06:00:00",0
3178,732,"songName3178","Electronic","05:00:00",0
3179,6258,"songName3179","Classical","06:00:00",0
3180,9576,"songName3180","Electronic","05:00:00",0
3181,4557,"songName3181","Hip Hop","07:00:00",0
3182,6153,"songName3182","Reggae","07:00:00",0
3183,8473,"songName3183","Classical","05:00:00",0
3184,4982,"songName3184","Metal","05:00:00",0
3185,9359,"songName3185","Rock","07:00:00",0
3186,9074,"songName3186","Country","07:00:00",0
3187,764,"songName3187","Metal","07:00:00",0
3188,4116,"songName3188","Blues","06:00:00",0
3189,9938,"songName3189","Jazz","06:00:00",0
3190,9191,"songName3190","Blues","06:00:00",0
3191,1817,"songName3191","Pop","06:00:00",0
3192,7606,"songName3192","Rock","06:00:00",0
3193,6292,"songName3193","Jazz","07:00:00",0
3194,4687,"songName3194","Blues","06:00:00",0
3195,7219,"songName3195","Blues","06:00:00",0
3196,8573,"songName3196","Rock","07:00:00",0
3197,5786,"songName3197","Electronic","06:00:00",0
3198,3632,"songName3198","Jazz","05:00:00",0
3199,9919,"songName3199","Blues","07:00:00",0
3200,4777,"songName3200","Blues","07:00:00",0
3201,6,"songName3201","Country","05:00:00",0
3202,1522,"songName3202","Classical","07:00:00",0
3203,4260,"songName3203","Blues","06:00:00",0
3204,6091,"songName3204","Classical","07:00:00",0
3205,7279,"songName3205","Country","06:00:00",0
3206,606,"songName3206","Classical","06:00:00",0
3207,6341,"songName3207","Country","06:00:00",0
3208,535,"songName3208","Reggae","06:00:00",0
3209,9128,"songName3209","Rock","05:00:00",0
3210,7642,"songName3210","Reggae","05:00:00",0
3211,4115,"songName3211","Electronic","07:00:00",0
3212,7313,"songName3212","Metal","05:00:00",0
3213,1853,"songName3213","Blues","07:00:00",0
3214,4011,"songName3214","Country","07:00:00",0
3215,6269,"songName3215","Rock","05:00:00",0
3216,5618,"songName3216","Rock","05:00:00",0
3217,7209,"songName3217","Pop","06:00:00",0
3218,3773,"songName3218","Jazz","05:00:00",0
3219,5765,"songName3219","Electronic","07:00:00",0
3220,3691,"songName3220","Jazz","05:00:00",0
3221,3375,"songName3221","Pop","06:00:00",0
3222,3617,"songName3222","Pop","05:00:00",0
3223,7563,"songName3223","Metal","07:00:00",0
3224,8132,"songName3224","Classical","06:00:00",0
3225,2497,"songName3225","Hip Hop","06:00:00",0
3226,5725,"songName3226","Pop","06:00:00",0
3227,8631,"songName3227","Rock","05:00:00",0
3228,9721,"songName3228","Rock","05:00:00",0
3229,3792,"songName3229","Blues","06:00:00",0
3230,1014,"songName3230","Reggae","05:00:00",0
3231,1266,"songName3231","Jazz","06:00:00",0
3232,5156,"songName3232","Blues","05:00:00",0
3233,4976,"songName3233","Hip Hop","06:00:00",0
3234,4577,"songName3234","Pop","05:00:00",0
3235,962,"songName3235","Hip Hop","07:00:00",0
3236,6514,"songName3236","Hip Hop","05:00:00",0
3237,8212,"songName3237","Rock","06:00:00",0
3238,1156,"songName3238","Pop","05:00:00",0
3239,2611,"songName3239","Jazz","06:00:00",0
3240,5665,"songName3240","Reggae","07:00:00",0
3241,5549,"songName3241","Reggae","05:00:00",0
3242,6300,"songName3242","Metal","06:00:00",0
3243,5072,"songName3243","Reggae","07:00:00",0
3244,4905,"songName3244","Pop","06:00:00",0
3245,6708,"songName3245","Rock","05:00:00",0
3246,829,"songName3246","Jazz","05:00:00",0
3247,1380,"songName3247","Jazz","06:00:00",0
3248,4345,"songName3248","Jazz","05:00:00",0
3249,2457,"songName3249","Jazz","07:00:00",0
3250,7551,"songName3250","Reggae","06:00:00",0
3251,6574,"songName3251","Country","06:00:00",0
3252,9757,"songName3252","Blues","05:00:00",0
3253,9208,"songName3253","Jazz","06:00:00",0
3254,7978,"songName3254","Rock","05:00:00",0
3255,3816,"songName3255","Hip Hop","05:00:00",0
3256,1746,"songName3256","Rock","07:00:00",0
3257,3601,"songName3257","Jazz","06:00:00",0
3258,4235,"songName3258","Hip Hop","06:00:00",0
3259,8032,"songName3259","Electronic","06:00:00",0
3260,2622,"songName3260","Jazz","06:00:00",0
3261,8284,"songName3261","Country","06:00:00",0
3262,4183,"songName3262","Country","07:00:00",0
3263,8736,"songName3263","Hip Hop","06:00:00",0
3264,1092,"songName3264","Country","05:00:00",0
3265,4644,"songName3265","Blues","06:00:00",0
3266,891,"songName3266","Country","07:00:00",0
3267,3980,"songName3267","Reggae","07:00:00",0
3268,1093,"songName3268","Jazz","07:00:00",0
3269,5639,"songName3269","Classical","05:00:00",0
3270,4423,"songName3270","Pop","06:00:00",0
3271,2824,"songName3271","Jazz","07:00:00",0
3272,4350,"songName3272","Metal","05:00:00",0
3273,5112,"songName3273","Hip Hop","07:00:00",0
3274,4082,"songName3274","Country","06:00:00",0
3275,3694,"songName3275","Electronic","07:00:00",0
3276,1277,"songName3276","Country","06:00:00",0
3277,6094,"songName3277","Reggae","05:00:00",0
3278,7296,"songName3278","Country","07:00:00",0
3279,4019,"songName3279","Country","07:00:00",0
3280,602,"songName3280","Metal","05:00:00",0
3281,1272,"songName3281","Reggae","06:00:00",0
3282,25,"songName3282","Metal","07:00:00",0
3283,5612,"songName3283","Rock","07:00:00",0
3284,6022,"songName3284","Blues","06:00:00",0
3285,9017,"songName3285","Pop","05:00:00",0
3286,6133,"songName3286","Pop","06:00:00",0
3287,8472,"songName3287","Hip Hop","06:00:00",0
3288,7484,"songName3288","Blues","05:00:00",0
3289,4587,"songName3289","Hip Hop","07:00:00",0
3290,708,"songName3290","Metal","07:00:00",0
3291,8056,"songName3291","Blues","06:00:00",0
3292,1988,"songName3292","Pop","05:00:00",0
3293,2204,"songName3293","Hip Hop","06:00:00",0
3294,6489,"songName3294","Country","05:00:00",0
3295,6286,"songName3295","Blues","05:00:00",0
3296,4296,"songName3296","Classical","07:00:00",0
3297,8729,"songName3297","Electronic","06:00:00",0
3298,8590,"songName3298","Classical","05:00:00",0
3299,4385,"songName3299","Country","05:00:00",0
3300,4061,"songName3300","Rock","05:00:00",0
3301,9001,"songName3301","Hip Hop","07:00:00",0
3302,6189,"songName3302","Classical","05:00:00",0
3303,3496,"songName3303","Metal","05:00:00",0
3304,1909,"songName3304","Rock","05:00:00",0
3305,8602,"songName3305","Metal","06:00:00",0
3306,881,"songName3306","Rock","06:00:00",0
3307,4065,"songName3307","Reggae","06:00:00",0
3308,7447,"songName3308","Reggae","05:00:00",0
3309,3953,"songName3309","Reggae","06:00:00",0
3310,7779,"songName3310","Country","06:00:00",0
3311,8113,"songName3311","Pop","05:00:00",0
3312,7956,"songName3312","Blues","07:00:00",0
3313,1818,"songName3313","Electronic","06:00:00",0
3314,2964,"songName3314","Electronic","05:00:00",0
3315,6181,"songName3315","Hip Hop","07:00:00",0
3316,3240,"songName3316","Hip Hop","06:00:00",0
3317,4014,"songName3317","Rock","07:00:00",0
3318,3207,"songName3318","Country","07:00:00",0
3319,5891,"songName3319","Metal","07:00:00",0
3320,8360,"songName3320","Jazz","06:00:00",0
3321,353,"songName3321","Hip Hop","07:00:00",0
3322,5883,"songName3322","Pop","06:00:00",0
3323,6365,"songName3323","Metal","07:00:00",0
3324,6107,"songName3324","Country","06:00:00",0
3325,1503,"songName3325","Blues","07:00:00",0
3326,2184,"songName3326","Classical","07:00:00",0
3327,3519,"songName3327","Hip Hop","07:00:00",0
3328,97,"songName3328","Hip Hop","07:00:00",0
3329,1412,"songName3329","Country","07:00:00",0
3330,8275,"songName3330","Classical","06:00:00",0
3331,7631,"songName3331","Country","06:00:00",0
3332,9481,"songName3332","Classical","06:00:00",0
3333,7810,"songName3333","Reggae","07:00:00",0
3334,3647,"songName3334","Reggae","07:00:00",0
3335,2915,"songName3335","Electronic","06:00:00",0
3336,5980,"songName3336","Electronic","06:00:00",0
3337,678,"songName3337","Classical","05:00:00",0
3338,2927,"songName3338","Hip Hop","06:00:00",0
3339,2611,"songName3339","Pop","07:00:00",0
3340,9850,"songName3340","Rock","06:00:00",0
3341,612,"songName3341","Rock","05:00:00",0
3342,1809,"songName3342","Electronic","06:00:00",0
3343,4593,"songName3343","Country","06:00:00",0
3344,9925,"songName3344","Rock","06:00:00",0
3345,8651,"songName3345","Classical","05:00:00",0
3346,2070,"songName3346","Electronic","05:00:00",0
3347,40,"songName3347","Country","06:00:00",0
3348,2524,"songName3348","Metal","06:00:00",0
3349,158,"songName3349","Jazz","05:00:00",0
3350,3170,"songName3350","Hip Hop","06:00:00",0
3351,3981,"songName3351","Country","05:00:00",0
3352,4547,"songName3352","Blues","05:00:00",0
3353,8894,"songName3353","Blues","05:00:00",0
3354,7247,"songName3354","Jazz","06:00:00",0
3355,2742,"songName3355","Reggae","06:00:00",0
3356,9306,"songName3356","Blues","05:00:00",0
3357,7765,"songName3357","Jazz","05:00:00",0
3358,1035,"songName3358","Metal","06:00:00",0
3359,4754,"songName3359","Metal","05:00:00",0
3360,25,"songName3360","Pop","06:00:00",0
3361,499,"songName3361","Rock","06:00:00",0
3362,7530,"songName3362","Rock","06:00:00",0
3363,572,"songName3363","Metal","05:00:00",0
3364,51,"songName3364","Rock","07:00:00",0
3365,2380,"songName3365","Classical","07:00:00",0
3366,6519,"songName3366","Jazz","06:00:00",0
3367,2428,"songName3367","Country","05:00:00",0
3368,5228,"songName3368","Classical","05:00:00",0
3369,9688,"songName3369","Jazz","05:00:00",0
3370,8664,"songName3370","Metal","06:00:00",0
3371,1702,"songName3371","Pop","05:00:00",0
3372,9550,"songName3372","Metal","07:00:00",0
3373,943,"songName3373","Blues","07:00:00",0
3374,6170,"songName3374","Jazz","07:00:00",0
3375,3595,"songName3375","Jazz","06:00:00",0
3376,8976,"songName3376","Hip Hop","06:00:00",0
3377,1625,"songName3377","Country","06:00:00",0
3378,20,"songName3378","Jazz","05:00:00",0
3379,661,"songName3379","Jazz","05:00:00",0
3380,7431,"songName3380","Electronic","06:00:00",0
3381,9213,"songName3381","Hip Hop","06:00:00",0
3382,1617,"songName3382","Metal","06:00:00",0
3383,6765,"songName3383","Jazz","07:00:00",0
3384,8820,"songName3384","Pop","06:00:00",0
3385,1010,"songName3385","Metal","06:00:00",0
3386,4107,"songName3386","Metal","07:00:00",0
3387,6126,"songName3387","Electronic","06:00:00",0
3388,6655,"songName3388","Jazz","07:00:00",0
3389,129,"songName3389","Pop","07:00:00",0
3390,2954,"songName3390","Blues","06:00:00",0
3391,2334,"songName3391","Pop","06:00:00",0
3392,347,"songName3392","Reggae","06:00:00",0
3393,3005,"songName3393","Jazz","05:00:00",0
3394,5051,"songName3394","Reggae","07:00:00",0
3395,7515,"songName3395","Blues","05:00:00",0
3396,7216,"songName3396","Electronic","07:00:00",0
3397,3418,"songName3397","Country","06:00:00",0
3398,1242,"songName3398","Electronic","06:00:00",0
3399,3194,"songName3399","Jazz","07:00:00",0
3400,1491,"songName3400","Country","07:00:00",0
3401,2450,"songName3401","Jazz","05:00:00",0
3402,5800,"songName3402","Electronic","06:00:00",0
3403,759,"songName3403","Classical","06:00:00",0
3404,5307,"songName3404","Pop","06:00:00",0
3405,4260,"songName3405","Blues","06:00:00",0
3406,4581,"songName3406","Blues","07:00:00",0
3407,8071,"songName3407","Country","07:00:00",0
3408,1181,"songName3408","Pop","07:00:00",0
3409,8050,"songName3409","Hip Hop","06:00:00",0
3410,2711,"songName3410","Metal","07:00:00",0
3411,9830,"songName3411","Metal","05:00:00",0
3412,5288,"songName3412","Pop","05:00:00",0
3413,350,"songName3413","Jazz","07:00:00",0
3414,528,"songName3414","Rock","05:00:00",0
3415,3462,"songName3415","Blues","07:00:00",0
3416,9882,"songName3416","Metal","07:00:00",0
3417,150,"songName3417","Classical","05:00:00",0
3418,2966,"songName3418","Blues","07:00:00",0
3419,8059,"songName3419","Rock","07:00:00",0
3420,539,"songName3420","Jazz","07:00:00",0
3421,3687,"songName3421","Electronic","06:00:00",0
3422,8747,"songName3422","Pop","05:00:00",0
3423,6169,"songName3423","Electronic","06:00:00",0
3424,9195,"songName3424","Jazz","05:00:00",0
3425,5766,"songName3425","Blues","05:00:00",0
3426,4613,"songName3426","Country","06:00:00",0
3427,8938,"songName3427","Blues","05:00:00",0
3428,1489,"songName3428","Jazz","05:00:00",0
3429,9580,"songName3429","Hip Hop","05:00:00",0
3430,483,"songName3430","Classical","06:00:00",0
3431,6028,"songName3431","Classical","07:00:00",0
3432,2391,"songName3432","Jazz","06:00:00",0
3433,8181,"songName3433","Jazz","07:00:00",0
3434,7958,"songName3434","Metal","05:00:00",0
3435,1234,"songName3435","Metal","05:00:00",0
3436,6184,"songName3436","Country","07:00:00",0
3437,3987,"songName3437","Electronic","05:00:00",0
3438,255,"songName3438","Metal","06:00:00",0
3439,7240,"songName3439","Classical","07:00:00",0
3440,1065,"songName3440","Reggae","05:00:00",0
3441,7562,"songName3441","Metal","05:00:00",0
3442,4591,"songName3442","Jazz","05:00:00",0
3443,3002,"songName3443","Rock","07:00:00",0
3444,2742,"songName3444","Classical","06:00:00",0
3445,2327,"songName3445","Jazz","05:00:00",0
3446,8482,"songName3446","Reggae","06:00:00",0
3447,8043,"songName3447","Metal","06:00:00",0
3448,2547,"songName3448","Electronic","06:00:00",0
3449,1500,"songName3449","Metal","06:00:00",0
3450,8001,"songName3450","Electronic","05:00:00",0
3451,1253,"songName3451","Hip Hop","05:00:00",0
3452,9866,"songName3452","Pop","05:00:00",0
3453,3361,"songName3453","Hip Hop","05:00:00",0
3454,9606,"songName3454","Pop","07:00:00",0
3455,4600,"songName3455","Electronic","06:00:00",0
3456,1607,"songName3456","Blues","07:00:00",0
3457,3591,"songName3457","Metal","05:00:00",0
3458,3839,"songName3458","Metal","07:00:00",0
3459,7687,"songName3459","Hip Hop","07:00:00",0
3460,6620,"songName3460","Rock","06:00:00",0
3461,2739,"songName3461","Classical","06:00:00",0
3462,7280,"songName3462","Electronic","05:00:00",0
3463,3072,"songName3463","Electronic","06:00:00",0
3464,3141,"songName3464","Country","05:00:00",0
3465,6899,"songName3465","Reggae","07:00:00",0
3466,383,"songName3466","Country","07:00:00",0
3467,1458,"songName3467","Electronic","05:00:00",0
3468,2754,"songName3468","Jazz","05:00:00",0
3469,7701,"songName3469","Blues","05:00:00",0
3470,9075,"songName3470","Hip Hop","07:00:00",0
3471,3337,"songName3471","Metal","06:00:00",0
3472,9172,"songName3472","Pop","05:00:00",0
3473,7131,"songName3473","Reggae","06:00:00",0
3474,2552,"songName3474","Reggae","07:00:00",0
3475,3204,"songName3475","Jazz","07:00:00",0
3476,8158,"songName3476","Reggae","05:00:00",0
3477,9969,"songName3477","Electronic","07:00:00",0
3478,862,"songName3478","Pop","06:00:00",0
3479,8863,"songName3479","Classical","05:00:00",0
3480,5461,"songName3480","Reggae","06:00:00",0
3481,3698,"songName3481","Pop","06:00:00",0
3482,9672,"songName3482","Hip Hop","05:00:00",0
3483,1600,"songName3483","Reggae","05:00:00",0
